Id,Row1,Row2,Row3,Cost1,Cost2
5756,F,B1,E11,40000,212022
5757,E,C1,C11,40000,182718
5758,D,B1,B11,40000,35058
5759,A,B1,B11,40000,289017
5760,F,C1,A11,3000,132443
5761,D,B1,E11,3000,103689
5762,F,B1,C11,40000,54679
5763,E,D1,E11,3000,159933
5764,B,A1,C11,3000,77716
5765,D,E1,E11,3000,111490
5766,A,F1,C11,40000,291752
5767,D,C1,A11,3000,9388
5768,A,D1,A11,40000,59623
5769,A,E1,A11,40000,284147
5770,F,A1,A11,3000,281731
5771,C,B1,C11,40000,191225
5772,D,E1,F11,3000,60679
5773,B,F1,B11,3000,278096
5774,E,A1,E11,3000,266279
5775,B,A1,A11,40000,265796
5776,D,C1,A11,3000,66099
5777,E,D1,E11,3000,248386
5778,A,E1,D11,40000,13440
5779,E,D1,E11,40000,227271
5780,F,F1,E11,40000,211808
5781,F,F1,F11,3000,59699
5782,E,D1,D11,3000,74241
5783,E,F1,B11,40000,231770
5784,D,B1,A11,40000,160850
5785,E,D1,E11,3000,283195
5786,A,E1,D11,3000,252383
5787,B,E1,C11,3000,162505
5788,E,C1,C11,3000,237779
5789,B,B1,D11,40000,73466
5790,B,A1,B11,40000,220187
5791,F,D1,B11,40000,255544
5792,F,F1,A11,40000,56821
5793,D,C1,F11,40000,599
5794,D,A1,A11,3000,111611
5795,F,D1,A11,40000,290497
5796,A,B1,E11,3000,181432
5797,D,B1,C11,40000,218100
5798,A,C1,B11,40000,55671
5799,A,D1,B11,40000,97531
5800,C,E1,F11,40000,24824
5801,D,B1,D11,40000,174221
5802,B,D1,B11,40000,32310
5803,F,A1,D11,40000,172342
5804,A,A1,D11,3000,75856
5805,B,D1,F11,40000,269624
5806,D,B1,D11,40000,126967
5807,C,C1,D11,40000,90754
5808,E,A1,E11,40000,159793
5809,A,D1,E11,40000,282979
5810,B,B1,D11,40000,152207
5811,C,C1,A11,40000,209410
5812,B,E1,B11,40000,225655
5813,A,D1,F11,40000,193015
5814,C,E1,C11,3000,253756
5815,B,F1,F11,3000,240567
5816,C,B1,F11,3000,274225
5817,B,D1,B11,40000,127279
5818,A,A1,D11,40000,185877
5819,F,E1,A11,40000,270247
5820,D,F1,E11,3000,232469
5821,B,C1,C11,3000,187366
5822,D,D1,E11,40000,267812
5823,B,B1,F11,3000,102669
5824,B,F1,F11,3000,125818
5825,D,B1,A11,40000,288594
5826,D,B1,B11,40000,216058
5827,A,E1,C11,3000,157855
5828,D,C1,D11,3000,153373
5829,F,A1,D11,3000,12147
5830,B,F1,C11,40000,283736
5831,B,F1,C11,3000,292123
5832,C,B1,E11,3000,142825
5833,C,E1,C11,40000,203078
5834,D,F1,D11,3000,266839
5835,F,D1,B11,40000,91119
5836,B,A1,C11,40000,217705
5837,A,F1,C11,40000,101806
5838,C,A1,B11,40000,270584
5839,C,D1,F11,3000,162612
5840,B,E1,C11,40000,46804
5841,A,D1,F11,3000,2463
5842,E,D1,A11,40000,162500
5843,A,F1,E11,40000,123150
5844,F,C1,D11,3000,94187
5845,E,B1,E11,3000,101354
5846,F,E1,E11,40000,152233
5847,A,B1,B11,40000,45067
5848,F,F1,E11,40000,206161
5849,F,F1,E11,3000,38279
5850,C,B1,A11,40000,285140
5851,A,E1,C11,3000,41479
5852,A,F1,B11,3000,124594
5853,F,D1,D11,40000,49489
5854,B,F1,A11,3000,210489
5855,F,B1,C11,40000,39349
5856,E,F1,E11,40000,283595
5857,A,D1,D11,40000,156968
5858,F,D1,C11,3000,299428
5859,A,A1,A11,3000,24753
5860,B,E1,A11,3000,199314
5861,C,E1,D11,3000,275626
5862,B,C1,B11,3000,34062
5863,C,B1,B11,3000,104955
5864,C,A1,A11,40000,66592
5865,B,E1,F11,40000,21778
5866,E,C1,F11,40000,283973
5867,B,B1,F11,3000,281346
5868,B,F1,D11,3000,78963
5869,D,C1,B11,40000,149846
5870,D,B1,E11,3000,67505
5871,E,D1,C11,3000,170064
5872,E,F1,C11,3000,220990
5873,D,D1,E11,40000,282198
5874,B,B1,D11,3000,124747
5875,E,B1,A11,3000,87891
5876,F,D1,E11,40000,147188
5877,B,E1,F11,3000,272571
5878,A,A1,F11,40000,216874
5879,C,D1,B11,40000,83182
5880,D,C1,A11,3000,24672
5881,D,C1,A11,40000,25392
5882,D,A1,B11,40000,199832
5883,D,E1,D11,3000,143508
5884,E,F1,D11,40000,107962
5885,C,C1,C11,3000,187553
5886,A,D1,D11,3000,97260
5887,D,C1,E11,40000,277812
5888,E,D1,C11,3000,21993
5889,D,A1,B11,3000,253392
5890,D,E1,D11,3000,261511
5891,D,E1,D11,40000,53709
5892,E,E1,F11,40000,23757
5893,F,E1,A11,3000,146739
5894,C,B1,B11,3000,268460
5895,F,B1,D11,3000,88721
5896,F,C1,D11,40000,74147
5897,F,B1,C11,3000,16799
5898,E,F1,C11,40000,176063
5899,D,E1,F11,40000,226042
5900,F,C1,C11,3000,214923
5901,C,E1,C11,40000,7180
5902,E,B1,D11,3000,59268
5903,C,F1,C11,40000,228719
5904,B,F1,F11,40000,267973
5905,B,E1,C11,40000,57245
5906,F,D1,B11,40000,15492
5907,F,D1,F11,3000,270666
5908,B,E1,C11,3000,22529
5909,F,F1,E11,3000,224695
5910,E,A1,C11,3000,195063
5911,C,D1,A11,3000,242076
5912,D,C1,A11,40000,125283
5913,D,D1,B11,3000,246787
5914,A,F1,C11,3000,127067
5915,C,F1,C11,3000,202477
5916,F,E1,F11,40000,206940
5917,F,C1,D11,3000,109987
5918,C,C1,C11,40000,207528
5919,A,B1,B11,40000,185112
5920,F,E1,E11,40000,24244
5921,A,E1,B11,40000,27259
5922,A,B1,C11,3000,93763
5923,B,E1,F11,3000,256197
5924,B,C1,F11,3000,109216
5925,A,F1,B11,3000,168947
5926,E,E1,D11,3000,158503
5927,D,D1,D11,40000,288546
5928,B,C1,B11,3000,28260
5929,F,F1,E11,3000,226066
5930,A,A1,B11,3000,113150
5931,D,F1,B11,40000,86293
5932,D,F1,D11,40000,201334
5933,E,B1,B11,40000,194268
5934,C,A1,C11,3000,35966
5935,A,E1,B11,3000,117333
5936,C,E1,A11,40000,282599
5937,F,C1,D11,40000,122274
5938,E,E1,B11,40000,219705
5939,C,E1,F11,3000,170208
5940,D,B1,F11,40000,258016
5941,D,C1,F11,3000,117810
5942,A,B1,C11,3000,146751
5943,A,A1,E11,3000,240571
5944,B,B1,A11,3000,15148
5945,D,F1,A11,40000,108326
5946,B,D1,B11,3000,93020
5947,C,D1,C11,40000,256370
5948,F,A1,F11,40000,293667
5949,E,C1,B11,40000,174189
5950,F,A1,E11,3000,115334
5951,F,E1,E11,40000,89836
5952,A,D1,C11,40000,30386
5953,A,E1,E11,40000,265349
5954,E,D1,B11,3000,222615
5955,A,A1,C11,3000,32065
5956,A,C1,A11,40000,153197
5957,D,B1,E11,40000,139659
5958,C,B1,F11,3000,176179
5959,F,A1,D11,40000,169307
5960,B,E1,E11,3000,80598
5961,A,D1,B11,3000,237704
5962,F,E1,F11,3000,28835
5963,E,A1,A11,3000,202161
5964,F,A1,F11,3000,29539
5965,D,E1,B11,3000,126172
5966,B,E1,A11,40000,80437
5967,D,B1,B11,3000,22455
5968,B,C1,F11,3000,255992
5969,A,A1,D11,3000,71035
5970,F,A1,D11,40000,200909
5971,B,C1,C11,3000,104214
5972,C,B1,C11,3000,271912
5973,E,B1,D11,3000,233989
5974,F,A1,B11,40000,185029
5975,F,C1,F11,3000,214387
5976,D,F1,B11,3000,84969
5977,B,A1,C11,3000,217716
5978,D,A1,E11,40000,66879
5979,F,C1,D11,40000,185304
5980,C,F1,E11,40000,21554
5981,B,E1,D11,3000,219373
5982,C,D1,E11,3000,72456
5983,E,B1,C11,40000,276389
5984,B,A1,A11,40000,166694
5985,B,B1,C11,40000,272606
5986,C,F1,E11,40000,294284
5987,E,C1,A11,40000,83910
5988,B,B1,A11,40000,96582
5989,B,B1,E11,40000,283245
5990,D,E1,C11,3000,50077
5991,F,D1,A11,40000,84979
5992,F,E1,A11,40000,58573
5993,A,C1,E11,40000,71070
5994,F,B1,A11,3000,180802
5995,E,E1,A11,40000,29548
5996,F,A1,D11,3000,143596
5997,E,E1,B11,3000,51851
5998,E,B1,B11,3000,147808
5999,D,D1,D11,3000,280774
6000,D,B1,F11,40000,223656
6001,F,A1,A11,40000,144700
6002,C,B1,A11,40000,250726
6003,F,E1,B11,40000,222754
6004,D,C1,F11,40000,143800
6005,C,A1,C11,3000,123063
6006,F,F1,A11,3000,88215
6007,B,D1,B11,3000,183566
6008,B,F1,F11,40000,189003
6009,D,F1,A11,3000,265492
6010,B,F1,E11,3000,274850
6011,F,B1,C11,40000,95427
6012,D,A1,E11,3000,17437
6013,D,E1,C11,40000,140342
6014,B,A1,E11,40000,299537
6015,E,A1,E11,3000,198834
6016,C,C1,B11,3000,227171
6017,F,B1,D11,3000,195987
6018,F,D1,E11,40000,204217
6019,D,F1,E11,40000,228048
6020,D,B1,D11,3000,142686
6021,D,D1,A11,3000,48881
6022,D,E1,F11,40000,154377
6023,C,E1,C11,40000,128727
6024,B,B1,D11,40000,35434
6025,C,D1,C11,40000,118934
6026,F,B1,C11,3000,246067
6027,E,E1,E11,40000,159939
6028,A,E1,C11,40000,47787
6029,E,B1,D11,3000,93356
6030,E,D1,F11,40000,251985
6031,E,F1,B11,40000,197747
6032,C,E1,E11,40000,270043
6033,C,C1,D11,40000,195365
6034,B,B1,A11,40000,283402
6035,C,C1,A11,40000,194194
6036,A,D1,B11,40000,156969
6037,F,D1,E11,40000,267761
6038,B,D1,B11,40000,280719
6039,E,E1,E11,40000,63709
6040,D,B1,D11,40000,6840
6041,F,C1,B11,40000,177311
6042,A,E1,B11,40000,152238
6043,B,D1,F11,3000,290229
6044,C,B1,E11,3000,115354
6045,F,A1,B11,3000,227936
6046,F,A1,D11,3000,64955
6047,D,F1,A11,40000,23407
6048,F,F1,C11,40000,105874
6049,D,C1,F11,40000,273311
6050,F,B1,D11,3000,47447
6051,B,B1,B11,3000,103733
6052,B,E1,E11,3000,241515
6053,F,C1,E11,40000,248552
6054,F,B1,B11,40000,242046
6055,F,D1,D11,3000,85116
6056,E,E1,C11,3000,219871
6057,A,E1,D11,3000,169514
6058,F,E1,F11,40000,180852
6059,B,C1,C11,3000,145850
6060,A,F1,B11,3000,142888
6061,E,D1,F11,3000,241960
6062,A,C1,F11,3000,265113
6063,A,E1,B11,40000,258049
6064,D,D1,A11,40000,128575
6065,C,A1,E11,40000,70611
6066,F,F1,F11,3000,179211
6067,F,C1,C11,3000,130156
6068,A,A1,D11,3000,134305
6069,F,C1,A11,3000,210210
6070,A,D1,A11,3000,130715
6071,B,A1,B11,3000,288475
6072,B,F1,B11,3000,181606
6073,D,E1,A11,40000,180416
6074,A,D1,C11,3000,284104
6075,A,C1,D11,40000,102821
6076,F,F1,C11,40000,19440
6077,D,E1,E11,40000,200183
6078,F,D1,F11,3000,222911
6079,A,C1,B11,3000,97909
6080,C,D1,C11,40000,252106
6081,E,C1,A11,40000,33424
6082,B,E1,C11,3000,88394
6083,A,F1,D11,40000,184214
6084,D,A1,D11,3000,167245
6085,B,E1,A11,40000,153678
6086,A,C1,F11,40000,108662
6087,C,D1,C11,40000,107679
6088,B,B1,C11,40000,150591
6089,E,E1,B11,40000,81388
6090,C,A1,A11,40000,163131
6091,F,A1,D11,40000,209090
6092,F,B1,E11,3000,96921
6093,E,A1,F11,40000,118346
6094,A,C1,F11,3000,174148
6095,A,E1,A11,3000,282293
6096,E,A1,A11,40000,238541
6097,C,C1,A11,40000,85511
6098,E,C1,B11,40000,176843
6099,A,E1,B11,3000,148300
6100,A,A1,B11,3000,123438
6101,D,D1,F11,3000,117064
6102,E,D1,F11,3000,49083
6103,F,E1,C11,40000,144131
6104,A,A1,D11,40000,226459
6105,A,D1,D11,3000,155595
6106,A,B1,F11,40000,49011
6107,B,C1,E11,40000,245931
6108,A,C1,D11,3000,53815
6109,B,B1,C11,40000,194151
6110,D,A1,C11,3000,39975
6111,F,D1,E11,3000,35136
6112,E,F1,F11,40000,229470
6113,D,C1,B11,3000,179667
6114,A,F1,B11,40000,165084
6115,F,E1,C11,3000,29069
6116,D,F1,A11,3000,229260
6117,E,F1,A11,3000,48608
6118,A,B1,C11,3000,48875
6119,E,F1,C11,40000,112438
6120,C,D1,C11,3000,89338
6121,D,F1,E11,3000,167595
6122,D,A1,C11,40000,261379
6123,D,E1,E11,3000,215603
6124,D,E1,C11,40000,185655
6125,D,A1,D11,40000,156633
6126,C,F1,E11,3000,12048
6127,B,E1,F11,40000,258725
6128,E,C1,F11,40000,33041
6129,E,F1,D11,40000,199786
6130,F,F1,C11,40000,39843
6131,A,F1,D11,40000,112702
6132,C,A1,F11,40000,137776
6133,B,D1,D11,3000,148824
6134,F,F1,C11,40000,60582
6135,B,C1,C11,40000,110150
6136,C,E1,E11,40000,292892
6137,C,E1,F11,40000,155729
6138,B,F1,C11,40000,271266
6139,F,F1,B11,3000,79724
6140,B,B1,D11,3000,77698
6141,D,C1,D11,40000,155774
6142,B,A1,C11,3000,90282
6143,A,D1,B11,3000,159212
6144,F,D1,A11,40000,8077
6145,A,B1,E11,40000,65074
6146,E,F1,E11,3000,209101
6147,C,F1,B11,3000,187174
6148,B,F1,E11,3000,15998
6149,A,C1,E11,40000,56534
6150,A,F1,C11,40000,49343
6151,F,C1,C11,3000,147409
6152,D,A1,D11,40000,7527
6153,A,F1,E11,40000,82320
6154,B,A1,F11,3000,168948
6155,A,F1,A11,3000,34150
6156,E,E1,D11,40000,117975
6157,E,F1,F11,40000,1073
6158,A,A1,C11,3000,76854
6159,C,E1,D11,3000,213944
6160,D,A1,C11,40000,2334
6161,F,C1,D11,40000,82291
6162,D,D1,D11,40000,144531
6163,D,D1,E11,40000,191828
6164,C,D1,F11,3000,79259
6165,B,F1,A11,40000,9897
6166,B,D1,E11,40000,202722
6167,C,D1,B11,3000,97031
6168,F,E1,B11,40000,127472
6169,E,C1,F11,3000,299096
6170,E,D1,A11,40000,86032
6171,B,A1,A11,40000,111152
6172,D,B1,D11,40000,280184
6173,B,E1,A11,3000,261129
6174,D,C1,B11,3000,2674
6175,B,F1,C11,40000,165218
6176,D,F1,A11,40000,75569
6177,B,B1,C11,40000,208000
6178,B,A1,E11,3000,257508
6179,E,D1,B11,40000,83708
6180,A,E1,E11,40000,11370
6181,D,E1,E11,40000,223590
6182,F,C1,D11,40000,215248
6183,E,F1,D11,40000,175990
6184,F,C1,E11,3000,296771
6185,B,E1,A11,40000,81247
6186,D,A1,A11,40000,291842
6187,B,F1,E11,40000,35059
6188,D,E1,B11,40000,141926
6189,C,C1,C11,40000,60116
6190,D,E1,A11,3000,61009
6191,D,E1,F11,40000,148382
6192,B,E1,B11,3000,238737
6193,B,F1,C11,3000,217440
6194,C,B1,D11,3000,269138
6195,E,F1,F11,40000,263155
6196,C,A1,D11,40000,265611
6197,C,D1,A11,40000,20623
6198,A,E1,A11,40000,126614
6199,A,B1,A11,40000,172400
6200,D,F1,E11,3000,74762
6201,A,A1,B11,40000,34730
6202,D,C1,E11,40000,161106
6203,D,A1,C11,3000,186779
6204,B,F1,B11,40000,277411
6205,F,B1,A11,40000,174901
6206,C,B1,D11,40000,267598
6207,C,D1,E11,3000,106479
6208,B,E1,D11,40000,54077
6209,E,F1,F11,40000,145466
6210,F,A1,D11,40000,74010
6211,E,C1,B11,3000,56391
6212,E,C1,F11,40000,253075
6213,A,F1,D11,3000,86763
6214,A,F1,B11,40000,46218
6215,B,C1,D11,3000,262389
6216,C,C1,B11,3000,136128
6217,E,D1,B11,3000,194135
6218,C,D1,F11,3000,282019
6219,B,F1,D11,3000,15595
6220,E,D1,B11,40000,158668
6221,C,E1,C11,40000,159763
6222,A,A1,D11,3000,198417
6223,C,C1,E11,40000,83911
6224,A,C1,F11,40000,165975
6225,D,A1,B11,3000,51669
6226,C,D1,C11,3000,152159
6227,C,B1,E11,3000,290139
6228,B,F1,B11,3000,198133
6229,B,C1,B11,3000,91438
6230,F,F1,F11,40000,251048
6231,A,F1,E11,3000,231210
6232,D,C1,B11,3000,32544
6233,D,A1,E11,3000,73361
6234,D,B1,D11,3000,203461
6235,B,A1,F11,3000,143029
6236,A,C1,A11,40000,294443
6237,B,B1,F11,3000,265946
6238,F,B1,F11,3000,81306
6239,B,B1,A11,3000,276824
6240,A,F1,C11,40000,187259
6241,C,C1,C11,40000,150051
6242,D,D1,C11,3000,291486
6243,F,D1,F11,3000,87938
6244,F,C1,C11,3000,38630
6245,B,C1,F11,40000,29026
6246,E,F1,A11,40000,34750
6247,F,C1,C11,3000,27659
6248,F,B1,A11,3000,72662
6249,A,F1,B11,3000,8052
6250,A,D1,E11,3000,213359
6251,B,C1,C11,3000,237729
6252,B,A1,E11,3000,43984
6253,E,F1,D11,3000,249250
6254,B,B1,E11,40000,203875
6255,C,D1,F11,3000,92389
6256,D,D1,E11,40000,232353
6257,D,A1,C11,40000,9272
6258,D,E1,D11,40000,31010
6259,B,C1,D11,3000,43066
6260,D,C1,C11,40000,34482
6261,D,C1,C11,40000,198699
6262,D,D1,C11,40000,231969
6263,D,D1,C11,3000,109509
6264,E,F1,E11,3000,119359
6265,F,F1,F11,3000,161791
6266,B,C1,B11,3000,241091
6267,F,A1,A11,40000,169151
6268,B,A1,E11,40000,10062
6269,A,B1,E11,3000,126883
6270,A,E1,C11,3000,277214
6271,E,D1,A11,40000,151447
6272,D,B1,B11,3000,264866
6273,B,F1,C11,40000,298123
6274,C,A1,F11,3000,77398
6275,F,B1,F11,40000,242738
6276,F,B1,E11,3000,255216
6277,B,C1,C11,40000,263105
6278,D,A1,F11,3000,46605
6279,B,A1,D11,3000,272698
6280,F,C1,B11,40000,113895
6281,E,D1,F11,40000,259875
6282,F,B1,B11,40000,242428
6283,B,F1,A11,40000,23582
6284,A,F1,B11,3000,20873
6285,F,D1,D11,40000,159317
6286,C,E1,A11,3000,24252
6287,C,F1,E11,40000,264140
6288,B,B1,B11,40000,282003
6289,F,C1,D11,40000,171604
6290,B,D1,E11,40000,294346
6291,E,A1,B11,3000,173371
6292,D,E1,C11,40000,257913
6293,A,B1,A11,40000,230890
6294,F,B1,E11,40000,2154
6295,D,C1,D11,40000,129280
6296,A,D1,B11,3000,299766
6297,D,A1,F11,40000,235827
6298,B,A1,A11,3000,3006
6299,B,E1,A11,40000,133024
6300,D,C1,A11,3000,228298
6301,D,F1,D11,40000,117507
6302,B,C1,F11,3000,97978
6303,D,D1,C11,40000,36414
6304,E,B1,A11,3000,212977
6305,D,E1,F11,40000,52529
6306,E,E1,D11,40000,113173
6307,B,C1,B11,3000,80360
6308,D,F1,D11,3000,51729
6309,D,F1,A11,3000,27124
6310,D,D1,F11,3000,215708
6311,D,F1,A11,40000,271815
6312,C,A1,B11,3000,63404
6313,E,B1,E11,3000,188235
6314,E,F1,A11,3000,38759
6315,E,B1,D11,40000,128893
6316,E,A1,E11,40000,34117
6317,F,D1,A11,3000,117757
6318,A,D1,F11,3000,183560
6319,D,D1,D11,3000,221503
6320,E,C1,F11,3000,140090
6321,E,B1,B11,40000,278986
6322,E,D1,F11,40000,210015
6323,F,D1,C11,40000,65446
6324,B,D1,E11,3000,73929
6325,D,C1,F11,40000,111779
6326,D,D1,D11,40000,65310
6327,F,F1,E11,40000,77279
6328,D,F1,A11,3000,208916
6329,E,A1,D11,3000,183659
6330,B,F1,D11,3000,230155
6331,D,E1,D11,40000,75661
6332,E,F1,D11,3000,29773
6333,A,B1,A11,3000,147507
6334,E,E1,D11,40000,64007
6335,A,C1,E11,40000,91515
6336,C,A1,F11,3000,143496
6337,C,A1,F11,40000,149359
6338,C,D1,C11,40000,122514
6339,F,D1,D11,3000,78300
6340,B,C1,F11,3000,185364
6341,C,B1,D11,40000,160463
6342,A,F1,F11,3000,81870
6343,A,A1,E11,3000,39328
6344,F,B1,F11,3000,273811
6345,B,D1,B11,40000,59777
6346,F,E1,F11,40000,213118
6347,B,F1,B11,3000,207941
6348,A,C1,A11,40000,166471
6349,C,F1,A11,3000,297783
6350,D,B1,F11,3000,47702
6351,E,E1,D11,40000,99601
6352,A,D1,E11,40000,296207
6353,E,D1,C11,3000,260195
6354,B,D1,A11,40000,254628
6355,A,A1,E11,3000,169922
6356,B,C1,E11,40000,224870
6357,B,F1,E11,3000,37268
6358,B,A1,C11,40000,283661
6359,F,B1,A11,40000,183002
6360,F,F1,E11,3000,298827
6361,E,F1,A11,3000,169222
6362,B,F1,E11,40000,152185
6363,C,A1,F11,3000,139166
6364,C,B1,E11,3000,7313
6365,B,E1,E11,3000,163779
6366,F,C1,D11,40000,68344
6367,E,D1,F11,3000,36266
6368,D,D1,F11,3000,97388
6369,A,D1,C11,3000,226140
6370,D,C1,F11,3000,45672
6371,F,F1,D11,40000,258907
6372,F,B1,C11,3000,78016
6373,C,D1,B11,3000,30200
6374,E,B1,C11,3000,274509
6375,B,E1,A11,40000,260150
6376,E,C1,F11,3000,157954
6377,F,A1,F11,3000,197118
6378,E,E1,B11,3000,87410
6379,D,E1,D11,3000,139885
6380,B,F1,E11,40000,229919
6381,F,B1,F11,3000,209522
6382,D,C1,F11,3000,103727
6383,A,A1,C11,3000,255137
6384,F,E1,B11,3000,197538
6385,C,E1,D11,40000,210496
6386,D,E1,F11,3000,251856
6387,B,F1,B11,40000,214046
6388,C,C1,A11,3000,173859
6389,D,A1,E11,3000,133749
6390,A,D1,F11,3000,83503
6391,F,D1,F11,3000,17269
6392,D,F1,C11,3000,266150
6393,A,C1,E11,3000,67863
6394,F,D1,E11,3000,216233
6395,C,F1,D11,40000,279106
6396,B,D1,B11,3000,73607
6397,A,C1,E11,3000,165091
6398,D,E1,E11,3000,247615
6399,A,B1,F11,3000,274515
6400,F,E1,E11,40000,263602
6401,F,D1,E11,40000,194585
6402,A,C1,C11,40000,284755
6403,D,E1,F11,3000,52251
6404,F,A1,B11,40000,37967
6405,A,A1,D11,40000,251973
6406,C,C1,A11,3000,43535
6407,F,A1,A11,40000,143203
6408,F,F1,B11,40000,119448
6409,B,A1,F11,40000,146632
6410,B,E1,C11,3000,105
6411,D,B1,F11,3000,17897
6412,A,C1,A11,40000,214618
6413,F,C1,D11,40000,35534
6414,C,B1,F11,40000,209408
6415,F,B1,C11,40000,103082
6416,F,E1,A11,40000,34098
6417,D,B1,F11,40000,276569
6418,B,D1,C11,40000,95461
6419,A,D1,D11,40000,30152
6420,D,F1,D11,40000,166700
6421,D,C1,C11,40000,203291
6422,D,D1,C11,3000,136856
6423,A,D1,A11,3000,59883
6424,C,B1,A11,40000,7255
6425,E,B1,A11,40000,146955
6426,B,C1,F11,3000,161604
6427,D,C1,C11,40000,163150
6428,D,F1,C11,40000,235878
6429,C,A1,F11,40000,161432
6430,A,E1,A11,3000,194544
6431,F,D1,F11,3000,65561
6432,F,E1,A11,3000,162587
6433,E,B1,C11,3000,167575
6434,F,F1,C11,40000,179056
6435,E,A1,E11,40000,163059
6436,E,F1,E11,40000,289836
6437,A,D1,A11,3000,271050
6438,E,C1,D11,40000,74035
6439,D,E1,E11,3000,278106
6440,C,E1,B11,3000,3403
6441,F,C1,E11,3000,52391
6442,A,F1,F11,40000,156384
6443,A,A1,A11,40000,164757
6444,A,A1,F11,40000,270994
6445,D,B1,F11,3000,129657
6446,E,F1,C11,3000,185975
6447,E,E1,F11,3000,114458
6448,E,D1,B11,40000,278295
6449,F,B1,E11,3000,164945
6450,E,F1,F11,3000,117143
6451,C,D1,B11,3000,251238
6452,B,C1,A11,40000,195719
6453,F,E1,F11,3000,208828
6454,E,A1,A11,40000,258586
6455,C,F1,D11,3000,155706
6456,D,B1,C11,3000,150659
6457,A,B1,F11,3000,204846
6458,A,A1,E11,40000,27182
6459,B,C1,E11,40000,256284
6460,C,D1,E11,3000,104629
6461,E,D1,D11,40000,269224
6462,A,A1,D11,40000,242020
6463,A,D1,C11,40000,232242
6464,D,C1,D11,3000,87691
6465,D,F1,C11,3000,234886
6466,C,B1,D11,40000,297
6467,B,A1,F11,3000,180268
6468,D,C1,D11,3000,243485
6469,F,C1,E11,40000,272063
6470,C,E1,D11,3000,243427
6471,C,E1,F11,40000,80801
6472,F,B1,C11,3000,272435
6473,A,E1,E11,40000,242614
6474,C,F1,C11,40000,200314
6475,D,D1,A11,3000,10847
6476,A,C1,F11,3000,296431
6477,D,B1,F11,40000,151556
6478,B,F1,B11,3000,132298
6479,A,B1,E11,3000,4472
6480,B,D1,D11,40000,148473
6481,B,C1,A11,3000,137077
6482,F,F1,C11,3000,124781
6483,B,E1,C11,40000,243135
6484,F,E1,F11,40000,185112
6485,A,E1,E11,40000,88660
6486,B,E1,B11,40000,154325
6487,A,A1,C11,3000,296541
6488,D,B1,E11,3000,265469
6489,B,C1,D11,3000,217374
6490,F,E1,B11,40000,242232
6491,F,B1,E11,3000,258118
6492,D,D1,F11,40000,42260
6493,C,F1,F11,40000,266940
6494,F,F1,C11,3000,190328
6495,F,D1,E11,40000,4238
6496,B,B1,F11,40000,278587
6497,C,C1,D11,40000,268608
6498,B,C1,A11,40000,258727
6499,B,E1,D11,3000,27355
6500,C,A1,C11,3000,231959
6501,D,B1,D11,3000,230743
6502,C,A1,B11,3000,1213
6503,B,D1,F11,3000,269297
6504,F,F1,B11,40000,124656
6505,D,E1,F11,40000,32150
6506,A,F1,B11,3000,45522
6507,D,F1,B11,3000,88888
6508,B,F1,C11,40000,119419
6509,C,B1,E11,3000,64445
6510,E,C1,D11,40000,281207
6511,D,F1,B11,40000,119669
6512,D,A1,C11,40000,184042
6513,A,F1,A11,40000,69492
6514,B,A1,F11,40000,183285
6515,D,A1,E11,40000,158169
6516,D,A1,E11,3000,10094
6517,D,E1,F11,40000,247784
6518,E,F1,A11,3000,196282
6519,C,F1,E11,40000,40033
6520,C,B1,A11,3000,245474
6521,B,E1,D11,3000,59934
6522,C,E1,D11,40000,248555
6523,D,B1,D11,3000,260700
6524,A,C1,C11,40000,230987
6525,E,B1,F11,40000,190980
6526,F,D1,A11,3000,118623
6527,D,D1,C11,3000,85231
6528,E,C1,C11,40000,125856
6529,B,C1,C11,3000,153855
6530,C,C1,D11,3000,124577
6531,D,D1,E11,3000,157863
6532,A,E1,F11,3000,46988
6533,D,C1,C11,3000,258241
6534,B,B1,C11,3000,66196
6535,C,C1,F11,3000,214234
6536,C,A1,D11,3000,9526
6537,B,A1,D11,3000,96461
6538,E,D1,E11,3000,192973
6539,C,B1,C11,3000,63574
6540,F,A1,D11,3000,286087
6541,A,C1,B11,3000,198692
6542,E,A1,F11,3000,145505
6543,F,F1,F11,3000,74492
6544,F,A1,B11,40000,193476
6545,F,F1,F11,40000,243683
6546,E,F1,E11,40000,210152
6547,D,D1,F11,3000,2584
6548,E,F1,C11,40000,280656
6549,E,D1,E11,40000,100209
6550,D,F1,A11,3000,42598
6551,C,F1,D11,40000,24171
6552,A,E1,E11,3000,238442
6553,A,C1,E11,3000,64657
6554,A,D1,C11,40000,62558
6555,E,F1,C11,40000,141334
6556,C,B1,D11,40000,248767
6557,F,E1,A11,3000,136923
6558,D,F1,B11,3000,70874
6559,E,B1,E11,40000,112661
6560,A,C1,A11,3000,286046
6561,C,F1,D11,3000,50341
6562,B,F1,C11,3000,70017
6563,C,A1,A11,3000,206996
6564,E,D1,A11,3000,32032
6565,E,E1,D11,3000,223805
6566,D,D1,B11,3000,156033
6567,E,E1,F11,40000,289625
6568,E,C1,A11,40000,298751
6569,F,F1,D11,40000,139633
6570,A,F1,B11,40000,48812
6571,C,A1,E11,3000,69974
6572,F,A1,E11,40000,85007
6573,C,B1,C11,40000,1395
6574,C,A1,F11,3000,232874
6575,A,E1,A11,40000,19253
6576,D,D1,C11,3000,260106
6577,A,C1,E11,3000,180953
