Id,Car Make,Production Year,Car Mileage,Cost
6091,Subaru,2003,177058,3000
6092,Volkswagen,2001,153371,3000
6093,Suzuki,1997,240882,3000
6094,Honda,1997,280961,3000
6095,Mazda,1975,50333,3000
6096,Tesla,1995,222169,3000
6097,Toyota,2016,10285,40000
6098,Chevrolet,1993,35375,3000
6099,Mazda,2018,186263,3000
6100,BMW,2014,106262,3000
6101,Mercedes,1980,22095,3000
6102,Lamborghini,2011,72764,40000
6103,BMW,2005,215281,40000
6104,Hyundai,1975,247158,3000
6105,Porsche,2004,169118,40000
6106,BMW,2020,113884,3000
6107,Nissan,1994,225585,3000
6108,Kia,1971,162666,40000
6109,Chevrolet,1981,265310,40000
6110,Volvo,1994,66000,40000
6111,Porsche,2023,277192,40000
6112,Volkswagen,1979,284136,3000
6113,Toyota,2008,173725,40000
6114,Lamborghini,2019,6994,3000
6115,Land Rover,1995,129515,40000
6116,Nissan,2023,205234,3000
6117,Lamborghini,2002,140112,3000
6118,Mercedes,1979,86424,3000
6119,Hyundai,2018,147069,3000
6120,Toyota,1990,176504,3000
6121,Volvo,1999,63175,40000
6122,Subaru,1970,44881,3000
6123,Audi,1993,191244,3000
6124,Ford,1989,235252,40000
6125,BMW,2000,44235,3000
6126,Nissan,1991,269052,40000
6127,Jaguar,2013,265333,3000
6128,Chevrolet,2017,49020,40000
6129,Jaguar,1972,53047,3000
6130,Subaru,1983,222548,3000
6131,Mercedes,1975,11166,40000
6132,Suzuki,1997,297155,3000
6133,Honda,2017,261250,3000
6134,BMW,2017,153007,3000
6135,Ferrari,1970,299818,3000
6136,Honda,2013,169864,3000
6137,Mercedes,1979,114449,3000
6138,Subaru,1983,45684,40000
6139,Ford,2000,257244,40000
6140,Volvo,2004,68818,40000
6141,Audi,1977,112042,3000
6142,Volvo,1980,163533,40000
6143,Mazda,2004,25904,40000
6144,Ford,2000,285793,3000
6145,Honda,1980,3560,40000
6146,Jaguar,2020,193298,3000
6147,Mazda,1994,208580,40000
6148,Mercedes,1979,18015,40000
6149,Porsche,1998,166762,3000
6150,Mercedes,1981,293026,40000
6151,BMW,1999,105104,40000
6152,Mercedes,1973,51288,3000
6153,Volkswagen,2020,264670,40000
6154,Suzuki,2017,11397,40000
6155,Ferrari,2019,114727,40000
6156,Porsche,1973,240811,3000
6157,Audi,2010,148762,3000
6158,Nissan,2004,173622,40000
6159,Mazda,2019,116873,40000
6160,Ferrari,1994,133242,3000
6161,Subaru,2020,191232,3000
6162,Nissan,1997,110986,40000
6163,Porsche,2015,108225,40000
6164,Land Rover,2012,228546,3000
6165,Ferrari,2002,179050,3000
6166,Lamborghini,2002,100234,40000
6167,Toyota,1995,76053,40000
6168,Volkswagen,1999,169505,3000
6169,Porsche,2022,238940,3000
6170,Porsche,1992,206682,3000
6171,Hyundai,1989,4745,40000
6172,Land Rover,2019,196467,40000
6173,Hyundai,1999,68368,40000
6174,Lamborghini,1999,224616,3000
6175,Porsche,1981,281234,40000
6176,Volvo,1980,154694,3000
6177,Subaru,1974,140065,40000
6178,Ferrari,2011,59628,3000
6179,Nissan,2016,257553,40000
6180,Volkswagen,2009,94805,40000
6181,Volvo,2005,287050,3000
6182,Subaru,1977,203703,40000
6183,Ford,2001,236054,40000
6184,Honda,2010,97417,3000
6185,Hyundai,2008,101664,3000
6186,Honda,2012,107959,40000
6187,Ferrari,1992,68647,40000
6188,Ferrari,1974,199623,3000
6189,Lamborghini,1975,238593,3000
6190,Volkswagen,2021,288843,40000
6191,Audi,2017,196019,3000
6192,Subaru,1971,266346,40000
6193,Mercedes,2003,155891,3000
6194,Lamborghini,1996,42011,3000
6195,Mazda,1997,141342,3000
6196,Ford,2014,201098,3000
6197,Audi,1996,90029,3000
6198,Mercedes,2010,77597,40000
6199,Chevrolet,1984,135470,40000
6200,Lamborghini,1972,26901,40000
6201,Subaru,2020,21703,3000
6202,Kia,1986,98852,40000
6203,Porsche,1983,185021,40000
6204,Jaguar,2019,60546,3000
6205,Toyota,2001,181478,40000
6206,Hyundai,1982,185198,40000
6207,Volkswagen,2003,145965,3000
6208,Kia,2010,208737,40000
6209,Porsche,1998,122934,40000
6210,Lamborghini,2008,47220,40000
6211,Ferrari,2017,24799,3000
6212,Toyota,1984,287229,40000
6213,Jaguar,1980,189107,40000
6214,Honda,1997,33353,3000
6215,Tesla,1990,48756,3000
6216,Jaguar,2016,286685,40000
6217,Honda,1975,191655,40000
6218,Audi,2008,187670,40000
6219,Suzuki,2005,137834,3000
6220,Kia,1991,209858,40000
6221,Toyota,1996,276430,40000
6222,Ferrari,1990,14291,3000
6223,Subaru,1998,251758,40000
6224,Suzuki,1971,158917,40000
6225,Ford,1975,242893,40000
6226,Kia,2020,182287,3000
6227,Ferrari,2022,205821,40000
6228,Ferrari,1985,37387,3000
6229,Audi,2017,18274,3000
6230,Porsche,2022,187782,40000
6231,Chevrolet,1993,272695,3000
6232,Volkswagen,2001,299246,3000
6233,Nissan,2023,33494,3000
6234,Suzuki,2021,183793,3000
6235,BMW,1975,262054,3000
6236,Ford,1993,168725,3000
6237,Mazda,1992,26996,3000
6238,Kia,1993,24283,40000
6239,Chevrolet,2010,169133,40000
6240,Volvo,1980,31944,40000
6241,Nissan,1998,218611,3000
6242,Volvo,2019,161618,3000
6243,BMW,1971,208541,3000
6244,BMW,1990,57578,40000
6245,Subaru,1977,124521,3000
6246,Volkswagen,1983,250810,3000
6247,Volkswagen,1984,150896,40000
6248,Audi,1999,236862,3000
6249,Subaru,2023,293973,3000
6250,Hyundai,1978,23667,40000
6251,Mercedes,2020,125213,40000
6252,Volkswagen,2021,131866,3000
6253,Hyundai,2010,158999,3000
6254,Audi,1995,59357,40000
6255,Chevrolet,2019,135011,40000
6256,Volkswagen,2006,135797,40000
6257,Suzuki,2011,153739,3000
6258,Volvo,1999,191115,40000
6259,Volvo,1998,7012,3000
6260,Lamborghini,2013,228997,3000
6261,Toyota,2022,20295,3000
6262,Jaguar,2004,194082,3000
6263,Tesla,1992,176138,40000
6264,Audi,1990,289511,40000
6265,Nissan,1988,143967,40000
6266,Volkswagen,2009,180293,3000
6267,Ferrari,2003,149634,40000
6268,Ford,1977,99713,3000
6269,Tesla,2006,55098,40000
6270,Nissan,2003,119490,3000
6271,Suzuki,1983,201908,40000
6272,Kia,2014,155728,3000
6273,BMW,2002,267475,3000
6274,Mercedes,1972,139200,3000
6275,Lamborghini,1996,87424,3000
6276,Volvo,1983,82096,3000
6277,Tesla,2007,15582,40000
6278,Volvo,1996,47248,40000
6279,Ferrari,2007,251807,3000
6280,Volvo,1997,198067,3000
6281,Volvo,1995,211515,3000
6282,BMW,2011,30205,40000
6283,Suzuki,2006,109949,3000
6284,Ferrari,2009,221511,3000
6285,Volvo,2011,138092,40000
6286,Audi,1975,210337,40000
6287,Hyundai,1971,155802,3000
6288,BMW,2006,114409,3000
6289,Toyota,2009,99205,40000
6290,Honda,2015,174139,3000
6291,Chevrolet,2020,116713,3000
6292,Hyundai,2002,143157,3000
6293,Mercedes,2000,139772,3000
6294,Audi,2015,24575,3000
6295,Suzuki,1971,150199,40000
6296,Honda,1991,158228,3000
6297,Mazda,1970,104685,3000
6298,Land Rover,1978,137204,40000
6299,Toyota,2017,256926,40000
6300,Tesla,2006,65897,40000
6301,Volvo,2016,78874,40000
6302,Kia,2017,43525,3000
6303,Lamborghini,2001,244490,3000
6304,Land Rover,2001,293451,40000
6305,Honda,2000,91314,40000
6306,BMW,1978,121351,40000
6307,Volkswagen,1976,184034,40000
6308,Mazda,1970,243280,40000
6309,Toyota,1974,298494,3000
6310,Ford,1978,296732,40000
6311,Nissan,1973,138930,3000
6312,Kia,2000,87347,3000
6313,Toyota,1995,206093,3000
6314,Subaru,1982,164620,40000
6315,Chevrolet,2003,187809,40000
6316,Audi,1974,83436,3000
6317,BMW,2013,204641,40000
6318,Kia,2000,40277,40000
6319,Ferrari,2019,80373,40000
6320,Nissan,1988,150897,40000
6321,Suzuki,2007,73962,40000
6322,Honda,1986,296781,40000
6323,Jaguar,1979,18523,40000
6324,Mercedes,1980,45654,40000
6325,Suzuki,1971,140538,40000
6326,BMW,2011,170378,3000
6327,Mazda,2008,29900,40000
6328,Volkswagen,1994,80302,3000
6329,Volkswagen,1989,61917,40000
6330,Porsche,2019,270518,3000
6331,Volkswagen,1986,117711,3000
6332,Mazda,1986,232972,40000
6333,Ferrari,1988,281197,40000
6334,Lamborghini,1990,62551,3000
6335,Ford,2019,178468,40000
6336,Suzuki,1996,44275,3000
6337,Lamborghini,1997,291158,40000
6338,Nissan,2013,134552,40000
6339,Porsche,1999,280565,40000
6340,Subaru,2008,192537,3000
6341,Kia,2008,294948,3000
6342,Tesla,2007,89454,40000
6343,Mercedes,1992,296373,40000
6344,Mazda,1982,14544,40000
6345,Volkswagen,2007,212818,40000
6346,Toyota,1978,103477,40000
6347,Volkswagen,1971,50053,40000
6348,Audi,1981,202596,3000
6349,Land Rover,2014,88926,3000
6350,Tesla,2002,34380,3000
6351,Suzuki,2003,26315,40000
6352,Ferrari,1985,19758,3000
6353,Ferrari,2010,7590,3000
6354,Volvo,1971,154148,3000
6355,Honda,2011,115216,40000
6356,Toyota,1998,132105,40000
6357,Kia,1991,124746,40000
6358,Toyota,1977,30437,3000
6359,Lamborghini,1970,14608,40000
6360,Audi,1976,86267,3000
6361,Subaru,1982,170457,40000
6362,Audi,1993,89353,3000
6363,Porsche,1978,49762,3000
6364,Toyota,1991,278072,3000
6365,Chevrolet,2018,283178,3000
6366,Mazda,1982,260697,40000
6367,Honda,2009,26937,40000
6368,Hyundai,1980,209361,3000
6369,Lamborghini,1971,117406,40000
6370,Volvo,1979,113937,3000
6371,Volkswagen,1992,275418,3000
6372,Nissan,2010,227610,40000
6373,Suzuki,1977,276030,3000
6374,Suzuki,2010,253968,3000
6375,Mazda,2006,161615,3000
6376,Volvo,1989,17048,40000
6377,Suzuki,2009,135412,3000
6378,Tesla,1997,75702,40000
6379,Nissan,1992,207219,40000
6380,Honda,1994,170582,40000
6381,Porsche,1983,108621,3000
6382,Hyundai,2009,286094,3000
6383,Subaru,1998,166463,40000
6384,Porsche,1976,54593,3000
6385,Chevrolet,1991,285728,3000
6386,Chevrolet,1985,146558,40000
6387,Volvo,1985,44512,40000
6388,Suzuki,1983,289478,40000
6389,Kia,1986,258499,3000
6390,Tesla,2011,48807,40000
6391,Ferrari,1975,285710,40000
6392,Chevrolet,1981,19476,3000
6393,Honda,1984,129427,40000
6394,Hyundai,1971,106724,40000
6395,Ferrari,2008,159771,3000
6396,Suzuki,2014,60623,3000
6397,Volvo,2015,62191,40000
6398,Mazda,1997,55944,40000
6399,Subaru,2018,70486,3000
6400,Volkswagen,2003,84615,3000
6401,Land Rover,2014,103152,40000
6402,Ferrari,1978,55232,3000
6403,Volvo,2022,228311,3000
6404,Lamborghini,2011,66701,3000
6405,Chevrolet,1990,171400,3000
6406,Chevrolet,1997,39673,40000
6407,Ford,2014,9896,3000
6408,Volvo,1982,182826,3000
6409,Porsche,2004,57660,40000
6410,Mercedes,2005,285433,40000
6411,Kia,1984,105897,40000
6412,Land Rover,2018,211986,40000
6413,Volvo,2019,123077,3000
6414,Jaguar,1999,246442,3000
6415,Honda,1998,218532,40000
6416,Land Rover,2013,199706,3000
6417,Land Rover,1978,262697,40000
6418,Suzuki,1977,273848,3000
6419,BMW,1999,99009,40000
6420,Subaru,2002,138443,3000
6421,Audi,1972,70105,40000
6422,Kia,2023,204827,40000
6423,BMW,1979,118416,40000
6424,Hyundai,2012,235132,3000
6425,Subaru,2002,185631,40000
6426,Jaguar,2017,194413,3000
6427,Volkswagen,2009,26485,3000
6428,Mazda,1994,75732,3000
6429,Suzuki,1981,53314,3000
6430,Jaguar,1970,65761,3000
6431,Toyota,2004,99766,40000
6432,Kia,1993,279469,40000
6433,Kia,1986,157258,40000
6434,Porsche,2005,39355,40000
6435,Land Rover,1987,268343,40000
6436,Kia,2014,107236,3000
6437,Toyota,2022,292772,40000
6438,BMW,2001,46417,3000
6439,Jaguar,1979,212216,40000
6440,Volkswagen,1971,104291,40000
6441,Honda,2006,26569,3000
6442,Jaguar,2010,171008,40000
6443,Mazda,2021,149931,3000
6444,Volkswagen,1990,168783,3000
6445,Nissan,2000,130798,3000
6446,Porsche,2012,147659,40000
6447,BMW,1986,271796,3000
6448,BMW,2018,195158,40000
6449,Nissan,1992,207622,3000
6450,Ford,1974,273560,3000
6451,Nissan,2003,193830,40000
6452,Ferrari,2014,10107,3000
6453,Ford,1984,268259,40000
6454,Tesla,1995,298037,40000
6455,Tesla,1984,22803,3000
6456,Porsche,2010,66885,40000
6457,Subaru,1978,36179,40000
6458,Chevrolet,1980,190160,3000
6459,Mercedes,2008,73166,40000
6460,Audi,2001,10648,3000
6461,Suzuki,1986,181098,3000
6462,Suzuki,1982,240644,3000
6463,Jaguar,1975,187405,40000
6464,Toyota,1980,79059,3000
6465,Volvo,2021,216901,3000
6466,Mazda,2005,20169,3000
6467,Mercedes,2001,230823,40000
6468,Volkswagen,1996,37423,40000
6469,Honda,2008,147861,3000
6470,Lamborghini,2006,222204,40000
6471,Jaguar,2020,60033,40000
6472,Volvo,2002,158657,40000
6473,Ferrari,2019,265720,40000
6474,Kia,2001,204554,40000
6475,Volvo,1977,32766,40000
6476,Ferrari,2023,266572,40000
6477,Porsche,2022,23912,3000
6478,Jaguar,1978,78766,40000
6479,Audi,2015,13975,40000
6480,Ford,1996,134031,40000
6481,Nissan,1980,288069,3000
6482,Mazda,2019,183847,3000
6483,Nissan,2005,121171,3000
6484,Mercedes,2000,140348,3000
6485,Hyundai,2018,217144,40000
6486,Volvo,1980,48021,40000
6487,BMW,2016,143866,3000
6488,Mercedes,2018,98579,3000
6489,Suzuki,2020,175285,3000
6490,Mercedes,1989,254824,3000
6491,Nissan,2019,6518,3000
6492,Lamborghini,1991,256341,40000
6493,Volkswagen,1980,248565,40000
6494,Porsche,1989,267203,3000
6495,Volkswagen,1979,239027,40000
6496,Subaru,2007,220728,40000
6497,Mazda,2020,172669,40000
6498,Volkswagen,1974,225740,40000
6499,Audi,2005,226406,3000
6500,Jaguar,2002,40881,3000
6501,Nissan,1998,215391,40000
6502,Jaguar,1990,159547,40000
6503,Tesla,1985,12213,3000
6504,Ferrari,2003,207380,3000
6505,Mercedes,1991,245630,3000
6506,Volkswagen,1981,179687,3000
6507,Volkswagen,1990,15871,3000
6508,Ferrari,1981,88965,3000
6509,Subaru,2010,297240,3000
6510,Toyota,2012,254880,3000
6511,Hyundai,2008,296065,40000
6512,Ferrari,2015,76806,3000
6513,Ford,2022,137365,3000
6514,Hyundai,2015,162449,3000
6515,Lamborghini,2010,169287,40000
6516,Lamborghini,1975,58523,3000
6517,Jaguar,2012,5667,3000
6518,Volkswagen,1997,122690,3000
6519,Honda,1974,47546,40000
6520,Volvo,1979,5585,3000
6521,Toyota,2011,59315,3000
6522,Land Rover,1997,192014,40000
6523,Ford,1980,250902,40000
6524,Porsche,1983,260532,40000
6525,Nissan,1987,128589,3000
6526,Jaguar,2001,237166,40000
6527,Ferrari,2011,128983,40000
6528,Nissan,2009,60992,3000
6529,Lamborghini,2021,36738,3000
6530,Ferrari,2000,254850,3000
6531,Mercedes,2018,298919,3000
6532,Audi,1989,2295,40000
6533,Subaru,2014,9908,40000
6534,BMW,2023,51508,40000
6535,Honda,1996,25512,40000
6536,Mazda,1998,148522,3000
6537,Audi,2008,127940,40000
6538,Chevrolet,1982,236901,3000
6539,Honda,1996,238545,3000
6540,Mazda,2015,229240,40000
6541,Volkswagen,1994,236309,40000
6542,Porsche,1972,138196,40000
6543,Volkswagen,2012,24785,3000
6544,Ferrari,2000,190197,3000
6545,Chevrolet,2011,151310,3000
6546,Suzuki,1979,137465,40000
6547,Mercedes,2019,296519,3000
6548,Chevrolet,2012,229283,40000
6549,Mazda,1990,248546,40000
6550,Jaguar,1971,214116,3000
6551,Mazda,1984,229652,40000
6552,Mercedes,2022,188392,3000
6553,BMW,1971,14529,40000
6554,Toyota,1986,298759,40000
6555,Chevrolet,1990,80177,3000
6556,Jaguar,2009,60175,3000
6557,Hyundai,2008,5365,3000
6558,Nissan,1981,220687,40000
6559,Land Rover,2009,47864,40000
6560,Porsche,1979,127869,40000
6561,Volkswagen,2017,281455,3000
6562,Ferrari,2004,107817,40000
6563,Tesla,2008,1353,40000
6564,Lamborghini,2005,148073,40000
6565,Suzuki,2020,246481,3000
6566,Honda,1997,226546,3000
6567,Volvo,1993,128154,3000
6568,Subaru,1974,157532,40000
6569,Nissan,2023,203778,40000
6570,Suzuki,1978,44853,40000
6571,Volvo,2007,57635,3000
6572,Mazda,1982,45679,40000
6573,Jaguar,1974,65894,3000
6574,Volkswagen,2019,280976,3000
6575,Ford,2011,13770,3000
6576,Hyundai,2000,153621,40000
6577,Mazda,1975,261643,3000
6578,Audi,1970,98891,40000
6579,BMW,1991,229903,40000
6580,Toyota,1970,57885,40000
6581,Ferrari,1994,38933,40000
6582,Kia,2008,202145,40000
6583,Jaguar,1971,283327,40000
6584,Chevrolet,2010,120353,3000
6585,Land Rover,1992,98217,40000
6586,Nissan,1996,90011,40000
6587,Volvo,1982,5962,3000
6588,Mercedes,2012,243184,40000
6589,Mercedes,2000,278839,40000
6590,Tesla,1976,246093,40000
6591,Suzuki,2002,212893,40000
6592,Toyota,2001,49134,3000
6593,Audi,2021,274686,3000
6594,Kia,1991,229485,3000
6595,Honda,1977,215693,40000
6596,Land Rover,2019,175741,40000
6597,Honda,1976,288511,3000
6598,Hyundai,2021,98260,40000
6599,Audi,2004,210192,3000
6600,Land Rover,1978,9371,3000
6601,Lamborghini,1990,287533,3000
6602,Lamborghini,1985,220578,3000
6603,Subaru,1975,252896,3000
6604,Honda,2014,54059,40000
6605,Chevrolet,2011,259643,40000
6606,Volkswagen,1971,216701,40000
6607,Nissan,1995,298250,3000
6608,Kia,2010,233861,3000
6609,Tesla,1981,252397,40000
6610,Land Rover,1987,152320,40000
6611,Lamborghini,1986,259305,3000
6612,BMW,2009,164877,3000
6613,Honda,1978,110973,40000
6614,Hyundai,2010,95958,3000
6615,Chevrolet,2016,142768,40000
6616,Ferrari,2016,156080,3000
6617,Porsche,2011,283577,3000
6618,Ferrari,2006,85006,40000
6619,Lamborghini,2003,62499,40000
6620,BMW,2011,288551,40000
6621,Hyundai,2022,297551,40000
6622,Mazda,2013,270392,3000
6623,Suzuki,1996,56131,40000
6624,Ford,1977,148352,3000
6625,Ferrari,2013,103661,40000
6626,Volkswagen,2006,31713,3000
6627,Nissan,2001,242293,40000
6628,Toyota,2000,114257,40000
6629,Kia,1996,48946,3000
6630,Toyota,2006,127772,3000
6631,Chevrolet,1999,177227,3000
6632,Volvo,2017,29206,40000
6633,Honda,2004,40338,3000
6634,Honda,2003,138812,3000
6635,Subaru,2021,237444,3000
6636,Kia,2009,27353,40000
6637,Hyundai,1994,287006,40000
6638,Ferrari,1992,138939,3000
6639,Jaguar,1979,52206,3000
6640,Chevrolet,1973,180966,3000
6641,Kia,1985,276226,3000
6642,Ferrari,2023,73991,40000
6643,Toyota,1990,263495,40000
6644,Ferrari,1982,268535,40000
6645,Volkswagen,2002,23623,3000
6646,Honda,2012,162803,40000
6647,Subaru,1996,9403,3000
6648,Kia,2012,266978,3000
6649,Kia,2017,228482,3000
6650,Chevrolet,1993,297238,40000
6651,Toyota,1978,17509,3000
6652,Tesla,2015,55405,3000
6653,BMW,2007,281380,40000
6654,Subaru,1987,65571,3000
6655,Hyundai,2020,99432,40000
6656,Mercedes,2018,46678,3000
6657,Chevrolet,1972,291785,3000
6658,Porsche,2015,126083,40000
6659,Ford,1992,283715,3000
6660,Lamborghini,1999,97954,3000
6661,Jaguar,1987,72473,40000
6662,Volkswagen,2012,243113,3000
6663,Volvo,2020,195658,3000
6664,Volvo,2003,186167,40000
6665,Chevrolet,1995,123738,40000
6666,Tesla,2011,40282,3000
6667,Honda,1990,268603,3000
6668,Mercedes,2021,64631,40000
6669,Honda,1990,111720,3000
6670,Lamborghini,2014,191273,40000
6671,Ford,2019,72195,40000
6672,Jaguar,2004,74721,3000
6673,Ford,1984,130963,3000
6674,Lamborghini,1979,223744,40000
6675,Toyota,1990,218649,3000
6676,Volkswagen,2014,98520,40000
6677,Hyundai,1971,142741,40000
6678,Toyota,1997,140093,40000
6679,Ferrari,1991,26235,3000
6680,Nissan,2007,188884,3000
6681,Ford,2004,8250,40000
6682,Hyundai,1987,70793,3000
6683,Mazda,2005,22334,40000
6684,Honda,1971,254504,3000
6685,Nissan,1985,205640,40000
6686,Mercedes,1989,252609,40000
6687,BMW,1986,87187,40000
6688,Jaguar,1994,141669,3000
6689,Chevrolet,1998,134845,3000
6690,Kia,1993,194730,3000
6691,Tesla,2018,54241,40000
6692,Volvo,2002,187771,3000
6693,Nissan,1996,257755,3000
6694,Honda,1982,296186,40000
6695,Lamborghini,1986,101946,40000
6696,Audi,1991,136549,40000
6697,Volkswagen,2012,101351,3000
6698,Porsche,2013,208672,3000
6699,Volkswagen,2023,278744,3000
6700,Suzuki,1990,167549,40000
6701,Toyota,1989,207757,40000
6702,BMW,1985,235290,3000
6703,Jaguar,1984,215499,3000
6704,Honda,1992,223300,40000
6705,Land Rover,2009,172355,40000
6706,Lamborghini,1971,277633,3000
6707,Volvo,2005,47869,40000
6708,BMW,1989,154663,3000
6709,Mercedes,2021,151921,3000
6710,Tesla,2003,219423,3000
6711,Kia,2001,54665,40000
6712,Mazda,2008,285922,40000
6713,Chevrolet,1986,205342,3000
6714,Volvo,2019,169201,3000
6715,Tesla,2017,171304,40000
6716,Volvo,2003,162378,3000
6717,Lamborghini,2010,173480,40000
6718,Suzuki,2016,87922,3000
6719,Kia,1974,231958,40000
6720,Jaguar,2005,50713,3000
6721,Subaru,1998,121050,40000
6722,Audi,2009,156572,40000
6723,Ford,1990,291060,40000
6724,Volvo,1991,79862,3000
6725,Jaguar,1999,282787,3000
6726,Ferrari,2006,144491,3000
6727,Chevrolet,1972,282495,3000
6728,Ford,1993,233042,40000
6729,Tesla,1987,296289,3000
6730,Audi,2009,161735,40000
6731,BMW,2021,205046,3000
6732,Lamborghini,2018,148303,3000
6733,BMW,1990,167671,40000
6734,Mercedes,1973,155430,3000
6735,Porsche,2020,110768,40000
6736,Volkswagen,2020,234531,3000
6737,Lamborghini,1980,180193,3000
6738,Mazda,2019,229817,40000
6739,Chevrolet,1978,28026,3000
6740,Subaru,1975,51784,3000
6741,Toyota,1988,80980,40000
6742,Porsche,2002,15856,3000
6743,Land Rover,1997,274565,40000
6744,BMW,2016,94850,40000
6745,Tesla,1989,68202,40000
6746,Toyota,2006,91767,40000
6747,Chevrolet,1977,85742,3000
6748,Suzuki,1993,232045,3000
6749,Subaru,2007,290699,40000
6750,Chevrolet,1980,95133,3000
6751,Volvo,2007,257452,40000
6752,Ford,2014,43579,40000
6753,Nissan,1976,171332,3000
6754,Tesla,2013,67200,3000
6755,Mazda,1987,292601,40000
6756,Tesla,2012,19507,3000
6757,Subaru,1981,184755,3000
6758,Lamborghini,1981,5108,40000
6759,Ferrari,2009,71720,3000
6760,Mercedes,2003,89223,3000
6761,Tesla,1978,296894,40000
6762,Suzuki,1971,174855,40000
6763,Volkswagen,1973,299580,3000
6764,Kia,2016,101094,40000
6765,Audi,1988,250395,40000
6766,Ferrari,2010,45939,40000
6767,Porsche,1975,30357,40000
6768,Mazda,1982,205039,3000
6769,Volkswagen,2010,148393,40000
6770,Ford,1981,233924,40000
6771,Toyota,2009,227099,40000
6772,Nissan,1987,147778,3000
6773,Audi,1988,1933,3000
6774,Kia,1991,100169,40000
6775,Tesla,1999,18166,3000
6776,Suzuki,1987,37918,40000
6777,Suzuki,1997,51601,3000
6778,Chevrolet,2013,48133,3000
6779,Subaru,2009,1090,3000
6780,Hyundai,2010,15337,40000
6781,Porsche,1972,214161,3000
6782,Volvo,1980,68716,40000
6783,Lamborghini,1990,255508,3000
6784,Chevrolet,1976,131835,3000
6785,Volkswagen,2021,289816,3000
6786,Audi,1982,89226,3000
6787,Ford,1995,221457,40000
6788,Lamborghini,1978,253114,40000
6789,BMW,1979,1357,3000
6790,Volkswagen,2021,244247,40000
6791,Mercedes,2006,21996,3000
6792,Hyundai,2011,291455,40000
6793,Mercedes,1996,296487,40000
6794,Audi,1993,162304,3000
6795,Mercedes,1985,229442,40000
6796,Land Rover,1980,102330,3000
6797,Land Rover,1976,70268,40000
6798,Mercedes,1994,130970,40000
6799,Volvo,1995,277806,3000
6800,Porsche,2006,253452,40000
6801,Honda,2010,183344,40000
6802,Chevrolet,1990,149336,3000
6803,BMW,2007,48904,40000
6804,BMW,1976,229648,3000
6805,Mazda,1983,91910,3000
6806,Mercedes,1988,272202,3000
6807,Lamborghini,2013,149303,3000
6808,Toyota,1978,138873,3000
6809,Mercedes,2019,39410,40000
6810,Subaru,1989,52025,40000
